# FRONT piece boundary — closed 3D loop on the shell surface; coordinates mm, x lateral (+ wearer's left), y front-to-back (+ front), z height above waist
# piece split at the SOLVED armhole theta = +-102.9660 deg
segment,theta_deg,x_mm,y_mm,z_mm
armhole seam -split (up),-102.9660,-226.817,-43.672,-173.971
armhole seam -split (up),-102.9660,-226.605,-43.631,-173.503
armhole seam -split (up),-102.9660,-226.392,-43.590,-173.034
armhole seam -split (up),-102.9660,-226.180,-43.549,-172.566
armhole seam -split (up),-102.9660,-225.967,-43.508,-172.098
armhole seam -split (up),-102.9660,-225.753,-43.467,-171.629
armhole seam -split (up),-102.9660,-225.539,-43.425,-171.161
armhole seam -split (up),-102.9660,-225.325,-43.384,-170.692
armhole seam -split (up),-102.9660,-225.110,-43.343,-170.224
armhole seam -split (up),-102.9660,-224.895,-43.301,-169.756
armhole seam -split (up),-102.9660,-224.679,-43.260,-169.287
armhole seam -split (up),-102.9660,-224.463,-43.218,-168.819
armhole seam -split (up),-102.9660,-224.247,-43.176,-168.351
armhole seam -split (up),-102.9660,-224.030,-43.135,-167.882
armhole seam -split (up),-102.9660,-223.813,-43.093,-167.414
armhole seam -split (up),-102.9660,-223.595,-43.051,-166.945
armhole seam -split (up),-102.9660,-223.377,-43.009,-166.477
armhole seam -split (up),-102.9660,-223.158,-42.967,-166.009
armhole seam -split (up),-102.9660,-222.939,-42.924,-165.540
armhole seam -split (up),-102.9660,-222.720,-42.882,-165.072
armhole seam -split (up),-102.9660,-222.500,-42.840,-164.603
armhole seam -split (up),-102.9660,-222.280,-42.797,-164.135
armhole seam -split (up),-102.9660,-222.060,-42.755,-163.667
armhole seam -split (up),-102.9660,-221.839,-42.712,-163.198
armhole seam -split (up),-102.9660,-221.617,-42.670,-162.730
armhole seam -split (up),-102.9660,-221.396,-42.627,-162.261
armhole seam -split (up),-102.9660,-221.173,-42.584,-161.793
armhole seam -split (up),-102.9660,-220.951,-42.541,-161.325
armhole seam -split (up),-102.9660,-220.728,-42.498,-160.856
armhole seam -split (up),-102.9660,-220.504,-42.455,-160.388
armhole seam -split (up),-102.9660,-220.280,-42.412,-159.919
armhole seam -split (up),-102.9660,-220.056,-42.369,-159.451
armhole seam -split (up),-102.9660,-219.831,-42.325,-158.983
armhole seam -split (up),-102.9660,-219.606,-42.282,-158.514
armhole seam -split (up),-102.9660,-219.380,-42.238,-158.046
armhole seam -split (up),-102.9660,-219.154,-42.195,-157.578
armhole seam -split (up),-102.9660,-218.928,-42.151,-157.109
armhole seam -split (up),-102.9660,-218.701,-42.108,-156.641
armhole seam -split (up),-102.9660,-218.474,-42.064,-156.172
armhole seam -split (up),-102.9660,-218.246,-42.020,-155.704
armhole seam -split (up),-102.9660,-218.018,-41.976,-155.236
armhole seam -split (up),-102.9660,-217.789,-41.932,-154.767
armhole seam -split (up),-102.9660,-217.560,-41.888,-154.299
armhole seam -split (up),-102.9660,-217.331,-41.843,-153.830
armhole seam -split (up),-102.9660,-217.101,-41.799,-153.362
armhole seam -split (up),-102.9660,-216.870,-41.755,-152.894
armhole seam -split (up),-102.9660,-216.640,-41.710,-152.425
armhole seam -split (up),-102.9660,-216.408,-41.666,-151.957
armhole seam -split (up),-102.9660,-216.177,-41.621,-151.488
armhole seam -split (up),-102.9660,-215.945,-41.576,-151.020
armhole seam -split (up),-102.9660,-215.712,-41.532,-150.552
armhole seam -split (up),-102.9660,-215.479,-41.487,-150.083
armhole seam -split (up),-102.9660,-215.246,-41.442,-149.615
armhole seam -split (up),-102.9660,-215.012,-41.397,-149.146
armhole seam -split (up),-102.9660,-214.778,-41.352,-148.678
armhole seam -split (up),-102.9660,-214.544,-41.306,-148.210
armhole seam -split (up),-102.9660,-214.308,-41.261,-147.741
armhole seam -split (up),-102.9660,-214.073,-41.216,-147.273
armhole seam -split (up),-102.9660,-213.837,-41.170,-146.805
armhole seam -split (up),-102.9660,-213.601,-41.125,-146.336
armhole seam -split (up),-102.9660,-213.364,-41.079,-145.868
armhole seam -split (up),-102.9660,-213.126,-41.033,-145.399
armhole seam -split (up),-102.9660,-212.889,-40.987,-144.931
armhole seam -split (up),-102.9660,-212.650,-40.941,-144.463
armhole seam -split (up),-102.9660,-212.412,-40.895,-143.994
armhole seam -split (up),-102.9660,-212.173,-40.849,-143.526
armhole seam -split (up),-102.9660,-211.933,-40.803,-143.057
armhole seam -split (up),-102.9660,-211.693,-40.757,-142.589
armhole seam -split (up),-102.9660,-211.453,-40.711,-142.121
armhole seam -split (up),-102.9660,-211.212,-40.664,-141.652
armhole seam -split (up),-102.9660,-210.971,-40.618,-141.184
armhole seam -split (up),-102.9660,-210.729,-40.571,-140.715
armhole seam -split (up),-102.9660,-210.487,-40.524,-140.247
armhole seam -split (up),-102.9660,-210.244,-40.478,-139.779
armhole seam -split (up),-102.9660,-210.001,-40.431,-139.310
armhole seam -split (up),-102.9660,-209.758,-40.384,-138.842
armhole seam -split (up),-102.9660,-209.514,-40.337,-138.374
armhole seam -split (up),-102.9660,-209.269,-40.290,-137.905
armhole seam -split (up),-102.9660,-209.024,-40.243,-137.437
armhole seam -split (up),-102.9660,-208.779,-40.195,-136.968
armhole seam -split (up),-102.9660,-208.533,-40.148,-136.500
armhole seam -split (up),-102.9660,-208.287,-40.100,-136.032
armhole seam -split (up),-102.9660,-208.040,-40.053,-135.563
armhole seam -split (up),-102.9660,-207.793,-40.005,-135.095
armhole seam -split (up),-102.9660,-207.545,-39.957,-134.626
armhole seam -split (up),-102.9660,-207.297,-39.910,-134.158
armhole seam -split (up),-102.9660,-207.049,-39.862,-133.690
armhole seam -split (up),-102.9660,-206.800,-39.814,-133.221
armhole seam -split (up),-102.9660,-206.550,-39.766,-132.753
armhole seam -split (up),-102.9660,-206.300,-39.718,-132.284
armhole seam -split (up),-102.9660,-206.050,-39.669,-131.816
armhole seam -split (up),-102.9660,-205.799,-39.621,-131.348
armhole seam -split (up),-102.9660,-205.547,-39.572,-130.879
armhole seam -split (up),-102.9660,-205.296,-39.524,-130.411
armhole seam -split (up),-102.9660,-205.043,-39.475,-129.942
armhole seam -split (up),-102.9660,-204.791,-39.427,-129.474
armhole seam -split (up),-102.9660,-204.537,-39.378,-129.006
armhole seam -split (up),-102.9660,-204.284,-39.329,-128.537
armhole seam -split (up),-102.9660,-204.029,-39.280,-128.069
armhole seam -split (up),-102.9660,-203.775,-39.231,-127.601
armhole seam -split (up),-102.9660,-203.520,-39.182,-127.132
armhole seam -split (up),-102.9660,-203.264,-39.132,-126.664
armhole seam -split (up),-102.9660,-203.008,-39.083,-126.195
armhole seam -split (up),-102.9660,-202.751,-39.034,-125.727
armhole seam -split (up),-102.9660,-202.494,-38.984,-125.259
armhole seam -split (up),-102.9660,-202.237,-38.934,-124.790
armhole seam -split (up),-102.9660,-201.979,-38.885,-124.322
armhole seam -split (up),-102.9660,-201.720,-38.835,-123.853
armhole seam -split (up),-102.9660,-201.461,-38.785,-123.385
armhole seam -split (up),-102.9660,-201.202,-38.735,-122.917
armhole seam -split (up),-102.9660,-200.942,-38.685,-122.448
armhole seam -split (up),-102.9660,-200.682,-38.635,-121.980
armhole seam -split (up),-102.9660,-200.421,-38.584,-121.511
armhole seam -split (up),-102.9660,-200.159,-38.534,-121.043
armhole seam -split (up),-102.9660,-199.898,-38.483,-120.575
armhole seam -split (up),-102.9660,-199.635,-38.433,-120.106
armhole seam -split (up),-102.9660,-199.372,-38.382,-119.638
armhole seam -split (up),-102.9660,-199.109,-38.332,-119.169
armhole seam -split (up),-102.9660,-198.845,-38.281,-118.701
armhole seam -split (up),-102.9660,-198.581,-38.230,-118.233
armhole seam -split (up),-102.9660,-198.316,-38.179,-117.764
armhole seam -split (up),-102.9660,-198.051,-38.128,-117.296
armhole seam -split (up),-102.9660,-197.785,-38.076,-116.828
armhole seam -split (up),-102.9660,-197.519,-38.025,-116.359
armhole seam -split (up),-102.9660,-197.252,-37.974,-115.891
armhole seam -split (up),-102.9660,-196.985,-37.922,-115.422
armhole seam -split (up),-102.9660,-196.717,-37.870,-114.954
armhole seam -split (up),-102.9660,-196.448,-37.819,-114.486
armhole seam -split (up),-102.9660,-196.180,-37.767,-114.017
armhole seam -split (up),-102.9660,-195.910,-37.715,-113.549
armhole seam -split (up),-102.9660,-195.641,-37.663,-113.080
armhole seam -split (up),-102.9660,-195.370,-37.611,-112.612
armhole seam -split (up),-102.9660,-195.099,-37.559,-112.144
armhole seam -split (up),-102.9660,-194.828,-37.506,-111.675
armhole seam -split (up),-102.9660,-194.556,-37.454,-111.207
armhole seam -split (up),-102.9660,-194.284,-37.401,-110.738
armhole seam -split (up),-102.9660,-194.011,-37.349,-110.270
armhole seam -split (up),-102.9660,-193.738,-37.296,-109.802
armhole seam -split (up),-102.9660,-193.464,-37.243,-109.333
armhole seam -split (up),-102.9660,-193.189,-37.190,-108.865
armhole seam -split (up),-102.9660,-192.914,-37.138,-108.396
armhole seam -split (up),-102.9660,-192.639,-37.084,-107.928
armhole seam -split (up),-102.9660,-192.363,-37.031,-107.460
armhole seam -split (up),-102.9660,-192.086,-36.978,-106.991
armhole seam -split (up),-102.9660,-191.809,-36.925,-106.523
armhole seam -split (up),-102.9660,-191.532,-36.871,-106.055
armhole seam -split (up),-102.9660,-191.254,-36.817,-105.586
armhole seam -split (up),-102.9660,-190.975,-36.764,-105.118
armhole seam -split (up),-102.9660,-190.696,-36.710,-104.649
armhole seam -split (up),-102.9660,-190.416,-36.656,-104.181
armhole seam -split (up),-102.9660,-190.136,-36.602,-103.713
armhole seam -split (up),-102.9660,-189.855,-36.548,-103.244
armhole seam -split (up),-102.9660,-189.574,-36.494,-102.776
armhole seam -split (up),-102.9660,-189.292,-36.439,-102.307
armhole seam -split (up),-102.9660,-189.010,-36.385,-101.839
armhole seam -split (up),-102.9660,-188.727,-36.330,-101.371
armhole seam -split (up),-102.9660,-188.444,-36.276,-100.902
armhole seam -split (up),-102.9660,-188.160,-36.221,-100.434
armhole seam -split (up),-102.9660,-187.875,-36.166,-99.965
armhole seam -split (up),-102.9660,-187.590,-36.111,-99.497
armhole seam -split (up),-102.9660,-187.305,-36.056,-99.029
armhole seam -split (up),-102.9660,-187.018,-36.001,-98.560
armhole seam -split (up),-102.9660,-186.732,-35.946,-98.092
armhole seam -split (up),-102.9660,-186.445,-35.890,-97.623
armhole seam -split (up),-102.9660,-186.157,-35.835,-97.155
armhole seam -split (up),-102.9660,-185.868,-35.779,-96.687
armhole seam -split (up),-102.9660,-185.580,-35.724,-96.218
armhole seam -split (up),-102.9660,-185.290,-35.668,-95.750
armhole seam -split (up),-102.9660,-185.000,-35.612,-95.282
armhole seam -split (up),-102.9660,-184.710,-35.556,-94.813
armhole seam -split (up),-102.9660,-184.418,-35.500,-94.345
armhole seam -split (up),-102.9660,-184.127,-35.444,-93.876
armhole seam -split (up),-102.9660,-183.834,-35.387,-93.408
armhole seam -split (up),-102.9660,-183.542,-35.331,-92.940
armhole seam -split (up),-102.9660,-183.248,-35.274,-92.471
armhole seam -split (up),-102.9660,-182.954,-35.218,-92.003
armhole seam -split (up),-102.9660,-182.660,-35.161,-91.534
armhole seam -split (up),-102.9660,-182.365,-35.104,-91.066
armhole seam -split (up),-102.9660,-182.069,-35.047,-90.598
armhole seam -split (up),-102.9660,-181.773,-34.990,-90.129
armhole seam -split (up),-102.9660,-181.476,-34.933,-89.661
armhole seam -split (up),-102.9660,-181.179,-34.875,-89.192
armhole seam -split (up),-102.9660,-180.881,-34.818,-88.724
armhole seam -split (up),-102.9660,-180.582,-34.760,-88.256
armhole seam -split (up),-102.9660,-180.283,-34.703,-87.787
armhole seam -split (up),-102.9660,-179.983,-34.645,-87.319
armhole seam -split (up),-102.9660,-179.683,-34.587,-86.851
armhole seam -split (up),-102.9660,-179.382,-34.529,-86.382
armhole seam -split (up),-102.9660,-179.081,-34.471,-85.914
armhole seam -split (up),-102.9660,-178.779,-34.413,-85.445
armhole seam -split (up),-102.9660,-178.476,-34.354,-84.977
armhole seam -split (up),-102.9660,-178.173,-34.296,-84.509
armhole seam -split (up),-102.9660,-177.869,-34.237,-84.040
armhole seam -split (up),-102.9660,-177.564,-34.179,-83.572
armhole seam -split (up),-102.9660,-177.259,-34.120,-83.103
armhole seam -split (up),-102.9660,-176.954,-34.061,-82.635
armhole seam -split (up),-102.9660,-176.647,-34.002,-82.167
armhole seam -split (up),-102.9660,-176.340,-33.943,-81.698
armhole seam -split (up),-102.9660,-176.033,-33.884,-81.230
armhole seam -split (up),-102.9660,-175.725,-33.824,-80.761
armhole seam -split (up),-102.9660,-175.416,-33.765,-80.293
armhole seam -split (up),-102.9660,-175.107,-33.705,-79.825
armhole seam -split (up),-102.9660,-174.797,-33.645,-79.356
armhole seam -split (up),-102.9660,-174.486,-33.585,-78.888
armhole seam -split (up),-102.9660,-174.175,-33.525,-78.419
armhole seam -split (up),-102.9660,-173.863,-33.465,-77.951
armhole seam -split (up),-102.9660,-173.551,-33.405,-77.483
armhole seam -split (up),-102.9660,-173.238,-33.345,-77.014
armhole seam -split (up),-102.9660,-172.924,-33.284,-76.546
armhole seam -split (up),-102.9660,-172.610,-33.224,-76.078
armhole seam -split (up),-102.9660,-172.295,-33.163,-75.609
armhole seam -split (up),-102.9660,-171.979,-33.102,-75.141
armhole seam -split (up),-102.9660,-171.663,-33.041,-74.672
armhole seam -split (up),-102.9660,-171.346,-32.980,-74.204
armhole seam -split (up),-102.9660,-171.028,-32.919,-73.736
armhole seam -split (up),-102.9660,-170.710,-32.858,-73.267
armhole seam -split (up),-102.9660,-170.391,-32.796,-72.799
armhole seam -split (up),-102.9660,-170.072,-32.735,-72.330
armhole seam -split (up),-102.9660,-169.752,-32.673,-71.862
armhole seam -split (up),-102.9660,-169.431,-32.611,-71.394
armhole seam -split (up),-102.9660,-169.110,-32.549,-70.925
armhole seam -split (up),-102.9660,-168.787,-32.487,-70.457
armhole seam -split (up),-102.9660,-168.465,-32.425,-69.988
armhole seam -split (up),-102.9660,-168.141,-32.362,-69.520
armhole seam -split (up),-102.9660,-167.817,-32.300,-69.052
armhole seam -split (up),-102.9660,-167.492,-32.237,-68.583
armhole seam -split (up),-102.9660,-167.167,-32.175,-68.115
armhole seam -split (up),-102.9660,-166.841,-32.112,-67.646
armhole seam -split (up),-102.9660,-166.514,-32.049,-67.178
armhole seam -split (up),-102.9660,-166.187,-31.986,-66.710
armhole seam -split (up),-102.9660,-165.859,-31.922,-66.241
armhole seam -split (up),-102.9660,-165.530,-31.859,-65.773
armhole seam -split (up),-102.9660,-165.200,-31.795,-65.305
armhole seam -split (up),-102.9660,-164.870,-31.732,-64.836
armhole seam -split (up),-102.9660,-164.539,-31.668,-64.368
armhole seam -split (up),-102.9660,-164.208,-31.604,-63.899
armhole seam -split (up),-102.9660,-163.875,-31.540,-63.431
armhole seam -split (up),-102.9660,-163.542,-31.476,-62.963
armhole seam -split (up),-102.9660,-163.209,-31.412,-62.494
armhole seam -split (up),-102.9660,-162.874,-31.347,-62.026
armhole seam -split (up),-102.9660,-162.539,-31.282,-61.557
armhole seam -split (up),-102.9660,-162.204,-31.218,-61.089
armhole seam -split (up),-102.9660,-161.867,-31.153,-60.621
armhole seam -split (up),-102.9660,-161.530,-31.088,-60.152
armhole seam -split (up),-102.9660,-161.192,-31.023,-59.684
armhole seam -split (up),-102.9660,-160.853,-30.957,-59.215
armhole seam -split (up),-102.9660,-160.514,-30.892,-58.747
armhole seam -split (up),-102.9660,-160.174,-30.826,-58.279
armhole seam -split (up),-102.9660,-159.833,-30.761,-57.810
armhole seam -split (up),-102.9660,-159.491,-30.695,-57.342
armhole seam -split (up),-102.9660,-159.149,-30.629,-56.873
armhole seam -split (up),-102.9660,-158.806,-30.563,-56.405
armhole seam -split (up),-102.9660,-158.462,-30.496,-55.937
armhole seam -split (up),-102.9660,-158.117,-30.430,-55.468
armhole seam -split (up),-102.9660,-157.772,-30.363,-55.000
armhole seam -split (up),-102.9660,-157.426,-30.297,-54.532
armhole seam -split (up),-102.9660,-157.079,-30.230,-54.063
armhole seam -split (up),-102.9660,-156.732,-30.163,-53.595
armhole seam -split (up),-102.9660,-156.383,-30.096,-53.126
armhole seam -split (up),-102.9660,-156.034,-30.028,-52.658
armhole seam -split (up),-102.9660,-155.684,-29.961,-52.190
armhole seam -split (up),-102.9660,-155.334,-29.893,-51.721
armhole seam -split (up),-102.9660,-154.982,-29.826,-51.253
armhole seam -split (up),-102.9660,-154.630,-29.758,-50.784
armhole seam -split (up),-102.9660,-154.277,-29.690,-50.316
armhole seam -split (up),-102.9660,-153.924,-29.620,-49.848
armhole seam -split (up),-102.9660,-153.569,-29.553,-49.379
armhole seam -split (up),-102.9660,-153.214,-29.485,-48.911
armhole seam -split (up),-102.9660,-152.858,-29.416,-48.442
armhole seam -split (up),-102.9660,-152.501,-29.347,-47.974
armhole seam -split (up),-102.9660,-152.143,-29.278,-47.506
armhole seam -split (up),-102.9660,-151.784,-29.209,-47.037
armhole seam -split (up),-102.9660,-151.425,-29.140,-46.569
armhole seam -split (up),-102.9660,-151.065,-29.070,-46.100
armhole seam -split (up),-102.9660,-150.704,-29.001,-45.632
armhole seam -split (up),-102.9660,-150.342,-28.931,-45.164
armhole seam -split (up),-102.9660,-149.979,-28.861,-44.695
armhole seam -split (up),-102.9660,-149.616,-28.791,-44.227
armhole seam -split (up),-102.9660,-149.252,-28.721,-43.759
armhole seam -split (up),-102.9660,-148.886,-28.650,-43.290
armhole seam -split (up),-102.9660,-148.520,-28.580,-42.822
armhole seam -split (up),-102.9660,-148.154,-28.509,-42.353
armhole seam -split (up),-102.9660,-147.786,-28.438,-41.885
armhole seam -split (up),-102.9660,-147.417,-28.367,-41.417
armhole seam -split (up),-102.9660,-147.048,-28.296,-40.948
armhole seam -split (up),-102.9660,-146.678,-28.225,-40.480
armhole seam -split (up),-102.9660,-146.307,-28.153,-40.011
armhole seam -split (up),-102.9660,-145.935,-28.081,-39.543
armhole seam -split (up),-102.9660,-145.562,-28.009,-39.075
armhole seam -split (up),-102.9660,-145.188,-27.937,-38.606
armhole seam -split (up),-102.9660,-144.813,-27.865,-38.138
armhole seam -split (up),-102.9660,-144.438,-27.793,-37.669
armhole seam -split (up),-102.9660,-144.061,-27.720,-37.201
armhole seam -split (up),-102.9660,-143.684,-27.647,-36.733
armhole seam -split (up),-102.9660,-143.306,-27.574,-36.264
armhole seam -split (up),-102.9660,-142.927,-27.501,-35.796
armhole seam -split (up),-102.9660,-142.546,-27.428,-35.328
armhole seam -split (up),-102.9660,-142.165,-27.355,-34.859
armhole seam -split (up),-102.9660,-141.784,-27.281,-34.391
armhole seam -split (up),-102.9660,-141.401,-27.207,-33.922
armhole seam -split (up),-102.9660,-141.017,-27.133,-33.454
armhole seam -split (up),-102.9660,-140.632,-27.059,-32.986
armhole seam -split (up),-102.9660,-140.247,-26.985,-32.517
armhole seam -split (up),-102.9660,-139.860,-26.910,-32.049
armhole seam -split (up),-102.9660,-139.472,-26.835,-31.580
armhole seam -split (up),-102.9660,-139.084,-26.760,-31.112
armhole seam -split (up),-102.9660,-138.694,-26.685,-30.644
armhole seam -split (up),-102.9660,-138.304,-26.610,-30.175
armhole seam -split (up),-102.9660,-137.913,-26.535,-29.707
armhole seam -split (up),-102.9660,-137.520,-26.459,-29.238
armhole seam -split (up),-102.9660,-137.127,-26.383,-28.770
armhole seam -split (up),-102.9660,-136.732,-26.307,-28.302
armhole seam -split (up),-102.9660,-136.337,-26.231,-27.833
armhole seam -split (up),-102.9660,-135.941,-26.154,-27.365
armhole seam -split (up),-102.9660,-135.543,-26.078,-26.896
armhole seam -split (up),-102.9660,-135.145,-26.001,-26.428
armhole seam -split (up),-102.9660,-134.745,-25.924,-25.960
armhole seam -split (up),-102.9660,-134.345,-25.847,-25.491
armhole seam -split (up),-102.9660,-133.943,-25.769,-25.023
armhole seam -split (up),-102.9660,-133.541,-25.692,-24.555
armhole seam -split (up),-102.9660,-133.137,-25.614,-24.086
armhole seam -split (up),-102.9660,-132.733,-25.536,-23.618
armhole seam -split (up),-102.9660,-132.327,-25.458,-23.149
armhole seam -split (up),-102.9660,-131.920,-25.379,-22.681
armhole seam -split (up),-102.9660,-131.512,-25.301,-22.213
armhole seam -split (up),-102.9660,-131.103,-25.222,-21.744
armhole seam -split (up),-102.9660,-130.693,-25.143,-21.276
armhole seam -split (up),-102.9660,-130.282,-25.063,-20.807
armhole seam -split (up),-102.9660,-129.870,-24.984,-20.339
armhole seam -split (up),-102.9660,-129.457,-24.904,-19.871
armhole seam -split (up),-102.9660,-129.042,-24.824,-19.402
armhole seam -split (up),-102.9660,-128.627,-24.744,-18.934
armhole seam -split (up),-102.9660,-128.210,-24.664,-18.465
armhole seam -split (up),-102.9660,-127.792,-24.583,-17.997
armhole seam -split (up),-102.9660,-127.373,-24.502,-17.529
armhole seam -split (up),-102.9660,-126.953,-24.421,-17.060
armhole seam -split (up),-102.9660,-126.532,-24.340,-16.592
armhole seam -split (up),-102.9660,-126.109,-24.259,-16.123
armhole seam -split (up),-102.9660,-125.686,-24.177,-15.655
armhole seam -split (up),-102.9660,-125.261,-24.095,-15.187
armhole seam -split (up),-102.9660,-124.835,-24.013,-14.718
armhole seam -split (up),-102.9660,-124.408,-23.931,-14.250
armhole seam -split (up),-102.9660,-123.979,-23.848,-13.782
armhole seam -split (up),-102.9660,-123.549,-23.765,-13.313
armhole seam -split (up),-102.9660,-123.119,-23.682,-12.845
armhole seam -split (up),-102.9660,-122.686,-23.599,-12.376
armhole seam -split (up),-102.9660,-122.253,-23.515,-11.908
armhole seam -split (up),-102.9660,-121.818,-23.431,-11.440
armhole seam -split (up),-102.9660,-121.383,-23.347,-10.971
armhole seam -split (up),-102.9660,-120.945,-23.263,-10.503
armhole seam -split (up),-102.9660,-120.507,-23.178,-10.034
armhole seam -split (up),-102.9660,-120.067,-23.094,-9.566
armhole seam -split (up),-102.9660,-119.626,-23.009,-9.098
armhole seam -split (up),-102.9660,-119.184,-22.923,-8.629
armhole seam -split (up),-102.9660,-118.740,-22.838,-8.161
armhole seam -split (up),-102.9660,-118.295,-22.752,-7.692
armhole seam -split (up),-102.9660,-117.848,-22.666,-7.224
armhole seam -split (up),-102.9660,-117.404,-22.580,-6.756
armhole seam -split (up),-102.9660,-116.981,-22.496,-6.287
armhole seam -split (up),-102.9660,-116.589,-22.416,-5.819
armhole seam -split (up),-102.9660,-116.228,-22.339,-5.350
armhole seam -split (up),-102.9660,-115.889,-22.265,-4.882
armhole seam -split (up),-102.9660,-115.564,-22.195,-4.414
armhole seam -split (up),-102.9660,-115.252,-22.128,-3.945
armhole seam -split (up),-102.9660,-114.953,-22.065,-3.477
armhole seam -split (up),-102.9660,-114.666,-22.005,-3.009
armhole seam -split (up),-102.9660,-114.390,-21.948,-2.540
armhole seam -split (up),-102.9660,-114.126,-21.895,-2.072
armhole seam -split (up),-102.9660,-113.872,-21.844,-1.603
armhole seam -split (up),-102.9660,-113.629,-21.795,-1.135
armhole seam -split (up),-102.9660,-113.397,-21.750,-0.667
armhole seam -split (up),-102.9660,-113.175,-21.707,-0.198
armhole seam -split (up),-102.9660,-112.963,-21.667,0.270
armhole seam -split (up),-102.9660,-112.760,-21.629,0.739
armhole seam -split (up),-102.9660,-112.566,-21.593,1.207
armhole seam -split (up),-102.9660,-112.382,-21.561,1.675
armhole seam -split (up),-102.9660,-112.207,-21.530,2.144
armhole seam -split (up),-102.9660,-112.040,-21.502,2.612
armhole seam -split (up),-102.9660,-111.882,-21.476,3.081
armhole seam -split (up),-102.9660,-111.733,-21.453,3.549
armhole seam -split (up),-102.9660,-111.591,-21.431,4.017
armhole seam -split (up),-102.9660,-111.458,-21.412,4.486
armhole seam -split (up),-102.9660,-111.333,-21.395,4.954
armhole seam -split (up),-102.9660,-111.216,-21.380,5.423
armhole seam -split (up),-102.9660,-111.106,-21.367,5.891
armhole seam -split (up),-102.9660,-111.004,-21.357,6.359
armhole seam -split (up),-102.9660,-110.909,-21.348,6.828
armhole seam -split (up),-102.9660,-110.825,-21.342,7.296
armhole seam -split (up),-102.9660,-110.755,-21.337,7.764
armhole seam -split (up),-102.9660,-110.699,-21.334,8.233
armhole seam -split (up),-102.9660,-110.657,-21.332,8.701
armhole seam -split (up),-102.9660,-110.630,-21.333,9.170
armhole seam -split (up),-102.9660,-110.616,-21.335,9.638
armhole seam -split (up),-102.9660,-110.607,-21.337,10.106
armhole seam -split (up),-102.9660,-110.598,-21.340,10.575
armhole seam -split (up),-102.9660,-110.589,-21.343,11.043
armhole seam -split (up),-102.9660,-110.580,-21.346,11.512
armhole seam -split (up),-102.9660,-110.571,-21.349,11.980
armhole seam -split (up),-102.9660,-110.563,-21.352,12.448
armhole seam -split (up),-102.9660,-110.554,-21.355,12.917
armhole seam -split (up),-102.9660,-110.545,-21.358,13.385
armhole seam -split (up),-102.9660,-110.536,-21.361,13.854
armhole seam -split (up),-102.9660,-110.527,-21.365,14.322
armhole seam -split (up),-102.9660,-110.517,-21.368,14.790
armhole seam -split (up),-102.9660,-110.508,-21.372,15.259
armhole seam -split (up),-102.9660,-110.499,-21.376,15.727
armhole seam -split (up),-102.9660,-110.490,-21.380,16.195
armhole seam -split (up),-102.9660,-110.481,-21.384,16.664
armhole seam -split (up),-102.9660,-110.472,-21.388,17.132
armhole seam -split (up),-102.9660,-110.463,-21.392,17.601
armhole seam -split (up),-102.9660,-110.454,-21.396,18.069
armhole seam -split (up),-102.9660,-110.445,-21.400,18.537
armhole seam -split (up),-102.9660,-110.436,-21.405,19.006
armhole seam -split (up),-102.9660,-110.427,-21.409,19.474
armhole seam -split (up),-102.9660,-110.419,-21.414,19.943
armhole seam -split (up),-102.9660,-110.410,-21.418,20.411
armhole seam -split (up),-102.9660,-110.401,-21.423,20.879
armhole seam -split (up),-102.9660,-110.392,-21.428,21.348
armhole seam -split (up),-102.9660,-110.383,-21.433,21.816
armhole seam -split (up),-102.9660,-110.375,-21.438,22.285
armhole seam -split (up),-102.9660,-110.366,-21.443,22.753
armhole seam -split (up),-102.9660,-110.357,-21.448,23.221
armhole seam -split (up),-102.9660,-110.349,-21.453,23.690
armhole seam -split (up),-102.9660,-110.340,-21.459,24.158
armhole seam -split (up),-102.9660,-110.332,-21.464,24.627
armhole seam -split (up),-102.9660,-110.324,-21.470,25.095
armhole seam -split (up),-102.9660,-110.316,-21.475,25.563
armhole seam -split (up),-102.9660,-110.307,-21.481,26.032
armhole seam -split (up),-102.9660,-110.299,-21.487,26.500
armhole seam -split (up),-102.9660,-110.292,-21.493,26.968
armhole seam -split (up),-102.9660,-110.284,-21.499,27.437
armhole seam -split (up),-102.9660,-110.276,-21.505,27.905
armhole seam -split (up),-102.9660,-110.269,-21.511,28.374
armhole seam -split (up),-102.9660,-110.261,-21.517,28.842
armhole seam -split (up),-102.9660,-110.254,-21.523,29.310
armhole seam -split (up),-102.9660,-110.247,-21.529,29.779
armhole seam -split (up),-102.9660,-110.240,-21.536,30.247
armhole seam -split (up),-102.9660,-110.233,-21.542,30.716
armhole seam -split (up),-102.9660,-110.227,-21.549,31.184
armhole seam -split (up),-102.9660,-110.220,-21.556,31.652
armhole seam -split (up),-102.9660,-110.214,-21.562,32.121
armhole seam -split (up),-102.9660,-110.208,-21.569,32.589
armhole seam -split (up),-102.9660,-110.202,-21.576,33.058
armhole seam -split (up),-102.9660,-110.196,-21.583,33.526
armhole seam -split (up),-102.9660,-110.191,-21.590,33.994
armhole seam -split (up),-102.9660,-110.185,-21.597,34.463
armhole seam -split (up),-102.9660,-110.180,-21.604,34.931
armhole seam -split (up),-102.9660,-110.175,-21.611,35.400
armhole seam -split (up),-102.9660,-110.170,-21.619,35.868
armhole seam -split (up),-102.9660,-110.166,-21.626,36.336
